十五大癌症第八位食道癌--按戶籍縣市別統計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
門、住診合計(包括急診)統計---縣市別*性別年齡五歲組別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
單位：人數,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中華民國九十九年_2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
縣市別,門、住診合計(包括急診)人數,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,總計,,,0~4歲,,,5~9歲,,,10~14歲,,,15~19歲,,,20~24歲,,,25~29歲,,,30~34歲,,,35~39歲,,,40~44歲,,,45~49歲,,,50~54歲,,,55~59歲,,,60~64歲,,,65~69歲,,,70~74歲,,,75~79歲,,,80~84歲,,,85歲以上,,
,,男,女,,男,女,,男,女,1~4 Years of Age,男,女,5~9 Years of Age,男,女,10~14 Years of Age,男,女,,男,女,20~24 Years of Age,男,女,25~29 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女
,Total,,,0~4 Years of Age,,,5~9 Years of Age,,,10~14 Years of Age,,,15~19 Years of Age,,,20~24 Years of Age,,,25~29 Years of Age,,,30~34 Years of Age,,,35~39 Years of Age,,,40~44 Years of Age,,,45~49 Years of Age,,,50~54 Years of Age,,,55~59 Years of Age,,,60~64 Years of Age,,,65~69 Years of Age,,,70~74 Years of Age,,,75~79 Years of Age,,,80~84 Years of Age,,,Above 85 Years Old,,
,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female
總計Total," 6,722 "," 5,939 ", 783 , 1 , - , 1 , 1 , 1 , - , - , - , - , 3 , 1 , 2 , 8 , 5 , 3 , 15 , 8 , 7 , 32 , 25 , 7 , 134 , 122 , 12 , 440 , 407 , 33 , 769 , 728 , 41 , 977 , 908 , 69 ," 1,075 ", 994 , 81 , 771 , 693 , 78 , 732 , 644 , 88 , 596 , 500 , 96 , 517 , 407 , 110 , 392 , 306 , 86 , 259 , 190 , 69 
新北市New Taipei City, 978 , 859 , 119 , - , - , - , 1 , 1 , - , - , - , - , - , - , - , 1 , - , 1 , 1 , - , 1 , 6 , 4 , 2 , 17 , 14 , 3 , 47 , 43 , 4 , 105 , 99 , 6 , 135 , 125 , 10 , 174 , 162 , 12 , 121 , 106 , 15 , 111 , 99 , 12 , 82 , 72 , 10 , 84 , 64 , 20 , 57 , 43 , 14 , 36 , 27 , 9 
台北市Taipei City, 594 , 499 , 95 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , - , 1 , 1 , 1 , - , 3 , 1 , 2 , 5 , 5 , - , 19 , 15 , 4 , 43 , 39 , 4 , 83 , 72 , 11 , 96 , 87 , 9 , 61 , 53 , 8 , 73 , 61 , 12 , 52 , 42 , 10 , 56 , 40 , 16 , 53 , 48 , 5 , 47 , 34 , 13 
台中市Taichung City, 759 , 680 , 79 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 1 , - , 3 , 3 , - , 2 , 2 , - , 9 , 8 , 1 , 45 , 42 , 3 , 83 , 77 , 6 , 122 , 113 , 9 , 127 , 118 , 9 , 79 , 74 , 5 , 90 , 80 , 10 , 59 , 49 , 10 , 56 , 49 , 7 , 49 , 39 , 10 , 33 , 25 , 8 
台南市Tainan City, 431 , 374 , 57 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 1 , - , 1 , 2 , 2 , - , 6 , 5 , 1 , 25 , 22 , 3 , 60 , 57 , 3 , 67 , 62 , 5 , 83 , 77 , 6 , 48 , 43 , 5 , 39 , 32 , 7 , 33 , 24 , 9 , 25 , 17 , 8 , 25 , 20 , 5 , 16 , 12 , 4 
高雄市Kaohsiung City, 858 , 771 , 87 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , - , 2 , 5 , 5 , - , 22 , 21 , 1 , 68 , 60 , 8 , 119 , 114 , 5 , 135 , 125 , 10 , 154 , 144 , 10 , 114 , 103 , 11 , 87 , 77 , 10 , 54 , 43 , 11 , 37 , 31 , 6 , 35 , 28 , 7 , 25 , 20 , 5 
宜蘭縣Ilan County, 166 , 146 , 20 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 2 , 2 , - , 13 , 12 , 1 , 18 , 18 , - , 16 , 16 , - , 21 , 19 , 2 , 15 , 13 , 2 , 19 , 17 , 2 , 24 , 20 , 4 , 22 , 18 , 4 , 9 , 6 , 3 , 6 , 4 , 2 
