十五大癌症第八位攝護腺癌--按戶籍縣市別統計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
門、住診合計(包括急診)統計---縣市別*性別年齡五歲組別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
單位：人數,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中華民國九十三年_2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
縣市別,門、住診合計(包括急診)人數,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,總計,,,0~4歲,,,5~9歲,,,10~14歲,,,15~19歲,,,20~24歲,,,25~29歲,,,30~34歲,,,35~39歲,,,40~44歲,,,45~49歲,,,50~54歲,,,55~59歲,,,60~64歲,,,65~69歲,,,70~74歲,,,75~79歲,,,80~84歲,,,85歲以上,,
,,男,女,,男,女,,男,女,1~4 Years of Age,男,女,5~9 Years of Age,男,女,10~14 Years of Age,男,女,,男,女,20~24 Years of Age,男,女,25~29 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女,30~34 Years of Age,男,女
,Total,,,0~4 Years of Age,,,5~9 Years of Age,,,10~14 Years of Age,,,15~19 Years of Age,,,20~24 Years of Age,,,25~29 Years of Age,,,30~34 Years of Age,,,35~39 Years of Age,,,40~44 Years of Age,,,45~49 Years of Age,,,50~54 Years of Age,,,55~59 Years of Age,,,60~64 Years of Age,,,65~69 Years of Age,,,70~74 Years of Age,,,75~79 Years of Age,,,80~84 Years of Age,,,Above 85 Years Old,,
,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female,,Male,Female
總計Total," 19,724 "," 19,724 ", - , 2 , 2 , - , - , - , - , 1 , 1 , - , 3 , 3 , - , 10 , 10 , - , 20 , 20 , - , 31 , 31 , - , 57 , 57 , - , 149 , 149 , - , 279 , 279 , - , 637 , 637 , - , 970 , 970 , - ," 1,718 "," 1,718 ", - ," 2,474 "," 2,474 ", - ," 4,116 "," 4,116 ", - ," 4,692 "," 4,692 ", - ," 3,014 "," 3,014 ", - ," 1,551 "," 1,551 ", - 
台北市Taipei City," 4,948 "," 4,948 ", - , 1 , 1 , - , - , - , - , 1 , 1 , - , 1 , 1 , - , 5 , 5 , - , 3 , 3 , - , 15 , 15 , - , 16 , 16 , - , 43 , 43 , - , 113 , 113 , - , 234 , 234 , - , 321 , 321 , - , 520 , 520 , - , 590 , 590 , - , 912 , 912 , - ," 1,058 "," 1,058 ", - , 705 , 705 , - , 410 , 410 , - 
台北縣 Taipei County," 2,912 "," 2,912 ", - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 2 , 2 , - , 7 , 7 , - , 12 , 12 , - , 43 , 43 , - , 63 , 63 , - , 153 , 153 , - , 198 , 198 , - , 287 , 287 , - , 332 , 332 , - , 556 , 556 , - , 627 , 627 , - , 436 , 436 , - , 195 , 195 , - 
宜蘭縣Ilan County, 381 , 381 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 2 , - , 2 , 2 , - , 3 , 3 , - , 7 , 7 , - , 9 , 9 , - , 31 , 31 , - , 53 , 53 , - , 78 , 78 , - , 95 , 95 , - , 63 , 63 , - , 37 , 37 , - 
基隆市Keelung City, 310 , 310 , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 5 , 5 , - , 6 , 6 , - , 3 , 3 , - , 16 , 16 , - , 24 , 24 , - , 35 , 35 , - , 63 , 63 , - , 77 , 77 , - , 52 , 52 , - , 27 , 27 , - 
金門縣Kinmen County, 60 , 60 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , - , 1 , 1 , - , 3 , 3 , - , 4 , 4 , - , 3 , 3 , - , 17 , 17 , - , 11 , 11 , - , 6 , 6 , - , 6 , 6 , - , 7 , 7 , - 
連江縣Lienchiang County, 4 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , 2 , 2 , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - 
